step,K,U,E
3019,0.0473663970,-0.0846445706,-0.0372781736
3020,0.0474453675,-0.0847187019,-0.0372733343
3021,0.0475245156,-0.0848023579,-0.0372778424
3022,0.0476038415,-0.0848764517,-0.0372726102
3023,0.0476833457,-0.0849603789,-0.0372770332
3024,0.0477630314,-0.0850388876,-0.0372758561
3025,0.0478428965,-0.0851192073,-0.0372763108
3026,0.0479229427,-0.0851994853,-0.0372765426
3027,0.0480031693,-0.0852782571,-0.0372750879
3028,0.0480835792,-0.0853627275,-0.0372791483
3029,0.0481641703,-0.0854379340,-0.0372737637
3030,0.0482449431,-0.0855226157,-0.0372776726
3031,0.0483258996,-0.0855999238,-0.0372740243
3032,0.0484070386,-0.0856828589,-0.0372758203
3033,0.0484883635,-0.0857643669,-0.0372760034
3034,0.0485698732,-0.0858453772,-0.0372755040
3035,0.0486515694,-0.0859283362,-0.0372767668
3036,0.0487334502,-0.0860062718,-0.0372728217
3037,0.0488155175,-0.0860920279,-0.0372765105
3038,0.0488977747,-0.0861740982,-0.0372763235
3039,0.0489802178,-0.0862536526,-0.0372734348
3040,0.0490628503,-0.0863396824,-0.0372768322
3041,0.0491456713,-0.0864183137,-0.0372726424
3042,0.0492286814,-0.0865043919,-0.0372757105
3043,0.0493118866,-0.0865908768,-0.0372789902
3044,0.0493952822,-0.0866700047,-0.0372747224
3045,0.0494788672,-0.0867544587,-0.0372755915
3046,0.0495626445,-0.0868373427,-0.0372746983
3047,0.0496466133,-0.0869203802,-0.0372737669
3048,0.0497307771,-0.0870071231,-0.0372763460
3049,0.0498151364,-0.0870905322,-0.0372753958
3050,0.0498996888,-0.0871738432,-0.0372741544
3051,0.0499844377,-0.0872612132,-0.0372767755
3052,0.0500693837,-0.0873449525,-0.0372755689
3053,0.0501545244,-0.0874283504,-0.0372738260
3054,0.0502398631,-0.0875162047,-0.0372763416
3055,0.0503254005,-0.0876002250,-0.0372748245
3056,0.0504111358,-0.0876866045,-0.0372754687
3057,0.0504970724,-0.0877745683,-0.0372774959
3058,0.0505832093,-0.0878588167,-0.0372756074
3059,0.0506695440,-0.0879431523,-0.0372736083
3060,0.0507560801,-0.0880318300,-0.0372757499
3061,0.0508428210,-0.0881204542,-0.0372776332
3062,0.0509297630,-0.0882036421,-0.0372738791
3063,0.0510169066,-0.0882923945,-0.0372754879
3064,0.0511042568,-0.0883813105,-0.0372770538
3065,0.0511918109,-0.0884666294,-0.0372748184
3066,0.0512795685,-0.0885543076,-0.0372747391
3067,0.0513675329,-0.0886433765,-0.0372758437
3068,0.0514557062,-0.0887334402,-0.0372777340
3069,0.0515440879,-0.0888215079,-0.0372774200
3070,0.0516326751,-0.0889072880,-0.0372746128
3071,0.0517214698,-0.0889972316,-0.0372757617
3072,0.0518104772,-0.0890893409,-0.0372788637
3073,0.0518996921,-0.0891720720,-0.0372723798
3074,0.0519891153,-0.0892646402,-0.0372755250
3075,0.0520787528,-0.0893552117,-0.0372764589
3076,0.0521686054,-0.0894481677,-0.0372795623
3077,0.0522586705,-0.0895346888,-0.0372760183
3078,0.0523489458,-0.0896236986,-0.0372747529
3079,0.0524394348,-0.0897147598,-0.0372753250
3080,0.0525301412,-0.0898083020,-0.0372781608
3081,0.0526210626,-0.0898956326,-0.0372745701
3082,0.0527121964,-0.0899850035,-0.0372728072
3083,0.0528035466,-0.0900770882,-0.0372735416
3084,0.0528951169,-0.0901710375,-0.0372759206
3085,0.0529869094,-0.0902653068,-0.0372783974
3086,0.0530789216,-0.0903554286,-0.0372765070
3087,0.0531711496,-0.0904438671,-0.0372727175
3088,0.0532635970,-0.0905383784,-0.0372747814
3089,0.0533562673,-0.0906309044,-0.0372746371
3090,0.0534491611,-0.0907255427,-0.0372763816
3091,0.0535422807,-0.0908205656,-0.0372782849
3092,0.0536356237,-0.0909116301,-0.0372760064
3093,0.0537291875,-0.0910025824,-0.0372733949
3094,0.0538229763,-0.0910986042,-0.0372756279
3095,0.0539169938,-0.0911940539,-0.0372770600
3096,0.0540112386,-0.0912875155,-0.0372762769
3097,0.0541057117,-0.0913838637,-0.0372781520
3098,0.0542004123,-0.0914753851,-0.0372749728
3099,0.0542953406,-0.0915715915,-0.0372762508
3100,0.0543904974,-0.0916638968,-0.0372733994
3101,0.0544858832,-0.0917602077,-0.0372743245
3102,0.0545815020,-0.0918568695,-0.0372753676
3103,0.0546773543,-0.0919535713,-0.0372762170
3104,0.0547734412,-0.0920505976,-0.0372771563
3105,0.0548697635,-0.0921476305,-0.0372778671
3106,0.0549663184,-0.0922414043,-0.0372750859
3107,0.0550631066,-0.0923386372,-0.0372755305
3108,0.0551601318,-0.0924360677,-0.0372759359
3109,0.0552573931,-0.0925316541,-0.0372742610
3110,0.0553548913,-0.0926293676,-0.0372744764
3111,0.0554526283,-0.0927274874,-0.0372748590
3112,0.0555506054,-0.0928260874,-0.0372754820
3113,0.0556488235,-0.0929246212,-0.0372757977
3114,0.0557472829,-0.0930231623,-0.0372758794
3115,0.0558459841,-0.0931214470,-0.0372754629
3116,0.0559449294,-0.0932223568,-0.0372774273
3117,0.0560441197,-0.0933214619,-0.0372773422
3118,0.0561435557,-0.0934227608,-0.0372792051
3119,0.0562432385,-0.0935224879,-0.0372792494
3120,0.0563431637,-0.0936180484,-0.0372748846
3121,0.0564433319,-0.0937173196,-0.0372739877
3122,0.0565437485,-0.0938192328,-0.0372754843
3123,0.0566444162,-0.0939214407,-0.0372770245
3124,0.0567453339,-0.0940215740,-0.0372762401
3125,0.0568465006,-0.0941221702,-0.0372756695
3126,0.0569479191,-0.0942248113,-0.0372768922
3127,0.0570495901,-0.0943254740,-0.0372758839
3128,0.0571515142,-0.0944284193,-0.0372769051
3129,0.0572536919,-0.0945292169,-0.0372755250
3130,0.0573561240,-0.0946324942,-0.0372763702
3131,0.0574588134,-0.0947366869,-0.0372778735
3132,0.0575617590,-0.0948378344,-0.0372760754
3133,0.0576649594,-0.0949393292,-0.0372743698
3134,0.0577684195,-0.0950458399,-0.0372774204
3135,0.0578721396,-0.0951475729,-0.0372754333
3136,0.0579761164,-0.0952492974,-0.0372731809
3137,0.0580803552,-0.0953568883,-0.0372765332
3138,0.0581848570,-0.0954596425,-0.0372747856
3139,0.0582896237,-0.0955685908,-0.0372789671
3140,0.0583946579,-0.0956735460,-0.0372788881
3141,0.0584999546,-0.0957761657,-0.0372762111
3142,0.0586055151,-0.0958819900,-0.0372764748
3143,0.0587113426,-0.0959880578,-0.0372767152
3144,0.0588174374,-0.0960938875,-0.0372764501
3145,0.0589237999,-0.0961996421,-0.0372758422
3146,0.0590304289,-0.0963028382,-0.0372724093
3147,0.0591373275,-0.0964120727,-0.0372747452
3148,0.0592444970,-0.0965163833,-0.0372718863
3149,0.0593519415,-0.0966299904,-0.0372780489
3150,0.0594596613,-0.0967343555,-0.0372746942
3151,0.0595676537,-0.0968434744,-0.0372758208
3152,0.0596759234,-0.0969529191,-0.0372769957
3153,0.0597844717,-0.0970630538,-0.0372785820
3154,0.0598932954,-0.0971679114,-0.0372746160
3155,0.0600023948,-0.0972780046,-0.0372756097
3156,0.0601117734,-0.0973863579,-0.0372745845
3157,0.0602214301,-0.0974946605,-0.0372732304
3158,0.0603313692,-0.0976073781,-0.0372760089
3159,0.0604415911,-0.0977155676,-0.0372739765
3160,0.0605520988,-0.0978309322,-0.0372788334
3161,0.0606628914,-0.0979374339,-0.0372745425
3162,0.0607739664,-0.0980494268,-0.0372754604
3163,0.0608853286,-0.0981610327,-0.0372757041
3164,0.0609969778,-0.0982721979,-0.0372752201
3165,0.0611089154,-0.0983846256,-0.0372757102
3166,0.0612211469,-0.0985016598,-0.0372805128
3167,0.0613336686,-0.0986086815,-0.0372750129
3168,0.0614464770,-0.0987213025,-0.0372748255
3169,0.0615595777,-0.0988345262,-0.0372749485
3170,0.0616729716,-0.0989472564,-0.0372742848
3171,0.0617866630,-0.0990648373,-0.0372781744
3172,0.0619006529,-0.0991782454,-0.0372775925
3173,0.0620149365,-0.0992895317,-0.0372745952
3174,0.0621295128,-0.0994007150,-0.0372712022
3175,0.0622443886,-0.0995193617,-0.0372749731
3176,0.0623595704,-0.0996377666,-0.0372781962
3177,0.0624750557,-0.0997524868,-0.0372774311
3178,0.0625908397,-0.0998649382,-0.0372740985
3179,0.0627069245,-0.0999813945,-0.0372744700
3180,0.0628233172,-0.1001015357,-0.0372782185
3181,0.0629400177,-0.1002170574,-0.0372770397
3182,0.0630570222,-0.1003317485,-0.0372747263
3183,0.0631743353,-0.1004518681,-0.0372775328
3184,0.0632919603,-0.1005701541,-0.0372781939
3185,0.0634098921,-0.1006836014,-0.0372737093
3186,0.0635281295,-0.1007997140,-0.0372715846
3187,0.0636466793,-0.1009206184,-0.0372739392
3188,0.0637655475,-0.1010425183,-0.0372769708
3189,0.0638847309,-0.1011592591,-0.0372745282
3190,0.0640042297,-0.1012804810,-0.0372762513
3191,0.0641240493,-0.1014023665,-0.0372783172
3192,0.0642441872,-0.1015203374,-0.0372761503
3193,0.0643646438,-0.1016425176,-0.0372778739
3194,0.0644854243,-0.1017651285,-0.0372797043
3195,0.0646065259,-0.1018835263,-0.0372770004
3196,0.0647279451,-0.1020014435,-0.0372734984
3197,0.0648496870,-0.1021247966,-0.0372751096
3198,0.0649717572,-0.1022484818,-0.0372767245
3199,0.0650941522,-0.1023669936,-0.0372728414
3200,0.0652168766,-0.1024953670,-0.0372784903
3201,0.0653399325,-0.1026152527,-0.0372753202
3202,0.0654633166,-0.1027393349,-0.0372760183
3203,0.0655870334,-0.1028636779,-0.0372766446
3204,0.0657110804,-0.1029843952,-0.0372733148
3205,0.0658354587,-0.1031089294,-0.0372734707
3206,0.0659601777,-0.1032393868,-0.0372792091
3207,0.0660852349,-0.1033604276,-0.0372751927
3208,0.0662106265,-0.1034856076,-0.0372749811
3209,0.0663363571,-0.1036112269,-0.0372748698
3210,0.0664624286,-0.1037380611,-0.0372756326
3211,0.0665888420,-0.1038640673,-0.0372752253
3212,0.0667155982,-0.1039909232,-0.0372753251
3213,0.0668426991,-0.1041181664,-0.0372754673
3214,0.0669701453,-0.1042449769,-0.0372748317
3215,0.0670979373,-0.1043724240,-0.0372744867
3216,0.0672260792,-0.1045029248,-0.0372768456
3217,0.0673545743,-0.1046329155,-0.0372783412
3218,0.0674834210,-0.1047606740,-0.0372772529
3219,0.0676126140,-0.1048839377,-0.0372713237
3220,0.0677421635,-0.1050226944,-0.0372805309
3221,0.0678720706,-0.1051464593,-0.0372743887
3222,0.0680023273,-0.1052754362,-0.0372731089
3223,0.0681329439,-0.1054097527,-0.0372768088
3224,0.0682639221,-0.1055397444,-0.0372758224
3225,0.0683952577,-0.1056689511,-0.0372736934
3226,0.0685269568,-0.1058045370,-0.0372775802
3227,0.0686590209,-0.1059345471,-0.0372755262
3228,0.0687914454,-0.1060642021,-0.0372727566
3229,0.0689242368,-0.1062004578,-0.0372762210
3230,0.0690573968,-0.1063314254,-0.0372740287
3231,0.0691909260,-0.1064676843,-0.0372767583
3232,0.0693248261,-0.1065994681,-0.0372746420
3233,0.0694590957,-0.1067333031,-0.0372742074
3234,0.0695937382,-0.1068680953,-0.0372743572
3235,0.0697287525,-0.1070000404,-0.0372712880
3236,0.0698641468,-0.1071427119,-0.0372785651
3237,0.0699999181,-0.1072706176,-0.0372706996
3238,0.0701360675,-0.1074135777,-0.0372775102
3239,0.0702726006,-0.1075463181,-0.0372737175
3240,0.0704095143,-0.1076855865,-0.0372760721
3241,0.0705468154,-0.1078249775,-0.0372781620
3242,0.0706844997,-0.1079585907,-0.0372740910
3243,0.0708225678,-0.1080979495,-0.0372753817
3244,0.0709610216,-0.1082325440,-0.0372715224
3245,0.0710998672,-0.1083774462,-0.0372775790
3246,0.0712391108,-0.1085182029,-0.0372790922
3247,0.0713787438,-0.1086530467,-0.0372743029
3248,0.0715187671,-0.1087935884,-0.0372748213
3249,0.0716591823,-0.1089295766,-0.0372703943
3250,0.0717999959,-0.1090757446,-0.0372757488
3251,0.0719412145,-0.1092179291,-0.0372767146
3252,0.0720828346,-0.1093597007,-0.0372768661
3253,0.0722248564,-0.1095015857,-0.0372767292
3254,0.0723672818,-0.1096441956,-0.0372769137
3255,0.0725101128,-0.1097870203,-0.0372769076
3256,0.0726533499,-0.1099295025,-0.0372761526
3257,0.0727969940,-0.1100724290,-0.0372754350
3258,0.0729410477,-0.1102168182,-0.0372757705
3259,0.0730855174,-0.1103656029,-0.0372800855
3260,0.0732304045,-0.1105104850,-0.0372800805
3261,0.0733756995,-0.1106480975,-0.0372723980
3262,0.0735214089,-0.1107988905,-0.0372774816
3263,0.0736675398,-0.1109432779,-0.0372757381
3264,0.0738140886,-0.1110893005,-0.0372752119
3265,0.0739610618,-0.1112396450,-0.0372785832
3266,0.0741084607,-0.1113860922,-0.0372776315
3267,0.0742562840,-0.1115339583,-0.0372776743
3268,0.0744045295,-0.1116772805,-0.0372727510
3269,0.0745532021,-0.1118294160,-0.0372762139
3270,0.0747023063,-0.1119766009,-0.0372742946
3271,0.0748518383,-0.1121237535,-0.0372719152
3272,0.0750018046,-0.1122767585,-0.0372749539
3273,0.0751522122,-0.1124301358,-0.0372779236
3274,0.0753030573,-0.1125780894,-0.0372750321
3275,0.0754543359,-0.1127266313,-0.0372722954
3276,0.0756060549,-0.1128809692,-0.0372749144
3277,0.0757582210,-0.1130355752,-0.0372773541
3278,0.0759108306,-0.1131845640,-0.0372737333
3279,0.0760638851,-0.1133395736,-0.0372756886
3280,0.0762173859,-0.1134893123,-0.0372719264
3281,0.0763713346,-0.1136447262,-0.0372733916
3282,0.0765257381,-0.1138008755,-0.0372751374
3283,0.0766805958,-0.1139546382,-0.0372740424
3284,0.0768359127,-0.1141149795,-0.0372790668
3285,0.0769916868,-0.1142655751,-0.0372738883
3286,0.0771479165,-0.1144233920,-0.0372754755
3287,0.0773046090,-0.1145802170,-0.0372756080
3288,0.0774617657,-0.1147386471,-0.0372768813
3289,0.0776193860,-0.1148936832,-0.0372742972
3290,0.0777774745,-0.1150557887,-0.0372783142
3291,0.0779360352,-0.1152139617,-0.0372779264
3292,0.0780950612,-0.1153678361,-0.0372727749
3293,0.0782545545,-0.1155273161,-0.0372727615
3294,0.0784145282,-0.1156933913,-0.0372788631
3295,0.0785749840,-0.1158533422,-0.0372783582
3296,0.0787359171,-0.1160134644,-0.0372775473
3297,0.0788973273,-0.1161720816,-0.0372747544
3298,0.0790592188,-0.1163355810,-0.0372763622
3299,0.0792215959,-0.1164972766,-0.0372756808
3300,0.0793844602,-0.1166616448,-0.0372771847
3301,0.0795478167,-0.1168270464,-0.0372792297
3302,0.0797116586,-0.1169832607,-0.0372716021
3303,0.0798759871,-0.1171489450,-0.0372729579
3304,0.0800408136,-0.1173158119,-0.0372749983
3305,0.0802061359,-0.1174782384,-0.0372721025
3306,0.0803719591,-0.1176489377,-0.0372769786
3307,0.0805382849,-0.1178121689,-0.0372738840
3308,0.0807051151,-0.1179832331,-0.0372781180
3309,0.0808724527,-0.1181482823,-0.0372758296
3310,0.0810402982,-0.1183190227,-0.0372787245
3311,0.0812086536,-0.1184849100,-0.0372762564
3312,0.0813775206,-0.1186563397,-0.0372788192
3313,0.0815469009,-0.1188227631,-0.0372758621
3314,0.0817167978,-0.1189960327,-0.0372792349
3315,0.0818872117,-0.1191616158,-0.0372744042
3316,0.0820581444,-0.1193357620,-0.0372776177
3317,0.0822296012,-0.1195056891,-0.0372760879
3318,0.0824015806,-0.1196770360,-0.0372754554
3319,0.0825740892,-0.1198521095,-0.0372780203
3320,0.0827471241,-0.1200193948,-0.0372722707
3321,0.0829206871,-0.1201952851,-0.0372745980
3322,0.0830947878,-0.1203708465,-0.0372760587
3323,0.0832694205,-0.1205399781,-0.0372705576
3324,0.0834445940,-0.1207230189,-0.0372784250
3325,0.0836203172,-0.1208995005,-0.0372791833
3326,0.0837965816,-0.1210732207,-0.0372766391
3327,0.0839733865,-0.1212475838,-0.0372741974
3328,0.0841507364,-0.1214245679,-0.0372738315
3329,0.0843286434,-0.1216093186,-0.0372806753
3330,0.0845071071,-0.1217851153,-0.0372780082
3331,0.0846861184,-0.1219596559,-0.0372735375
3332,0.0848656828,-0.1221393957,-0.0372737129
3333,0.0850458136,-0.1223255369,-0.0372797233
3334,0.0852265117,-0.1225049194,-0.0372784077
3335,0.0854077688,-0.1226823700,-0.0372746011
3336,0.0855895886,-0.1228634057,-0.0372738171
3337,0.0857719780,-0.1230466485,-0.0372746705
3338,0.0859549392,-0.1232285945,-0.0372736552
3339,0.0861384729,-0.1234109389,-0.0372724660
3340,0.0863225862,-0.1235987629,-0.0372761767
3341,0.0865072813,-0.1237819790,-0.0372746977
3342,0.0866925618,-0.1239718333,-0.0372792715
3343,0.0868784284,-0.1241543491,-0.0372759207
3344,0.0870648765,-0.1243386204,-0.0372737439
3345,0.0872519165,-0.1245297673,-0.0372778508
3346,0.0874395498,-0.1247140368,-0.0372744870
3347,0.0876277779,-0.1249052717,-0.0372774938
3348,0.0878166036,-0.1250910928,-0.0372744891
3349,0.0880060300,-0.1252838315,-0.0372778016
3350,0.0881960577,-0.1254688842,-0.0372728265
3351,0.0883866890,-0.1256624815,-0.0372757925
3352,0.0885779315,-0.1258535161,-0.0372755846
3353,0.0887697867,-0.1260471265,-0.0372773398
3354,0.0889622562,-0.1262381283,-0.0372758721
3355,0.0891553429,-0.1264333856,-0.0372780427
3356,0.0893490461,-0.1266222842,-0.0372732381
3357,0.0895433665,-0.1268167939,-0.0372734274
3358,0.0897383173,-0.1270169115,-0.0372785943
3359,0.0899338994,-0.1272106698,-0.0372767704
3360,0.0901301104,-0.1274071795,-0.0372770690
3361,0.0903269550,-0.1276039583,-0.0372770033
3362,0.0905244333,-0.1277990271,-0.0372745938
3363,0.0907225523,-0.1280014414,-0.0372788891
3364,0.0909213169,-0.1281994623,-0.0372781454
3365,0.0911207215,-0.1283951934,-0.0372744719
3366,0.0913207735,-0.1285984189,-0.0372776454
3367,0.0915214791,-0.1287986410,-0.0372771619
3368,0.0917228337,-0.1289961269,-0.0372732932
3369,0.0919248420,-0.1291995603,-0.0372747183
3370,0.0921275100,-0.1294011299,-0.0372736199
3371,0.0923308415,-0.1296067122,-0.0372758707
3372,0.0925348433,-0.1298127957,-0.0372779524
3373,0.0927395099,-0.1300116555,-0.0372721457
3374,0.0929448428,-0.1302179816,-0.0372731388
3375,0.0931508528,-0.1304253270,-0.0372744742
3376,0.0933575433,-0.1306331477,-0.0372756044
3377,0.0935649171,-0.1308416543,-0.0372767372
3378,0.0937729750,-0.1310488420,-0.0372758670
3379,0.0939817198,-0.1312580332,-0.0372763135
3380,0.0941911556,-0.1314676873,-0.0372765317
3381,0.0944012894,-0.1316818708,-0.0372805814
3382,0.0946121239,-0.1318924290,-0.0372803051
3383,0.0948236559,-0.1321019577,-0.0372783018
3384,0.0950358803,-0.1323064561,-0.0372705757
3385,0.0952488015,-0.1325185465,-0.0372697450
3386,0.0954624420,-0.1327418028,-0.0372793609
3387,0.0956768045,-0.1329547439,-0.0372779395
3388,0.0958918833,-0.1331713585,-0.0372794753
3389,0.0961076803,-0.1333846871,-0.0372770068
3390,0.0963241992,-0.1336028284,-0.0372786292
3391,0.0965414436,-0.1338177256,-0.0372762820
3392,0.0967594164,-0.1340370999,-0.0372776835
3393,0.0969781203,-0.1342527505,-0.0372746301
3394,0.0971975583,-0.1344729873,-0.0372754290
3395,0.0974177359,-0.1346922498,-0.0372745139
3396,0.0976386516,-0.1349094640,-0.0372708125
3397,0.0978603179,-0.1351382896,-0.0372779717
3398,0.0980827425,-0.1353606521,-0.0372779097
3399,0.0983059156,-0.1355791419,-0.0372732263
3400,0.0985298401,-0.1358024875,-0.0372726473
3401,0.0987545320,-0.1360331299,-0.0372785980
3402,0.0989799932,-0.1362565976,-0.0372766044
3403,0.0992062176,-0.1364805639,-0.0372743463
3404,0.0994332093,-0.1367058441,-0.0372726349
3405,0.0996609803,-0.1369387785,-0.0372777982
3406,0.0998895337,-0.1371649231,-0.0372753893
3407,0.1001188646,-0.1373918943,-0.0372730297
3408,0.1003489842,-0.1376262575,-0.0372772734
3409,0.1005798956,-0.1378539738,-0.0372740782
3410,0.1008115936,-0.1380822902,-0.0372706966
3411,0.1010440937,-0.1383218381,-0.0372777444
3412,0.1012773981,-0.1385503200,-0.0372729219
3413,0.1015115061,-0.1387875601,-0.0372760540
3414,0.1017464269,-0.1390222487,-0.0372758218
3415,0.1019821635,-0.1392605013,-0.0372783378
3416,0.1022187145,-0.1394918330,-0.0372731184
3417,0.1024560881,-0.1397354661,-0.0372793780
3418,0.1026942875,-0.1399679663,-0.0372736788
3419,0.1029333160,-0.1402127561,-0.0372794400
3420,0.1031731771,-0.1404463816,-0.0372732046
3421,0.1034138740,-0.1406923964,-0.0372785223
3422,0.1036554103,-0.1409270719,-0.0372716616
3423,0.1038977893,-0.1411742275,-0.0372764382
3424,0.1041410283,-0.1414216472,-0.0372806189
3425,0.1043851168,-0.1416581442,-0.0372730274
3426,0.1046300573,-0.1419060744,-0.0372760170
3427,0.1048758585,-0.1421477751,-0.0372719167
3428,0.1051225246,-0.1423974564,-0.0372749318
3429,0.1053700673,-0.1426472944,-0.0372772270
3430,0.1056184904,-0.1428981482,-0.0372796578
3431,0.1058677892,-0.1431422462,-0.0372744571
3432,0.1061179673,-0.1433944803,-0.0372765130
3433,0.1063690375,-0.1436473751,-0.0372783375
3434,0.1066210037,-0.1439008401,-0.0372798364
3435,0.1068738601,-0.1441470576,-0.0372731975
3436,0.1071276104,-0.1444016651,-0.0372740547
3437,0.1073822677,-0.1446569564,-0.0372746887
3438,0.1076378356,-0.1449126922,-0.0372748566
3439,0.1078943179,-0.1451691672,-0.0372748493
3440,0.1081517239,-0.1454306719,-0.0372789479
3441,0.1084100574,-0.1456885020,-0.0372784445
3442,0.1086693074,-0.1459391376,-0.0372698302
3443,0.1089294829,-0.1462024206,-0.0372729377
3444,0.1091905975,-0.1464619850,-0.0372713875
3445,0.1094526550,-0.1467265884,-0.0372739334
3446,0.1097156604,-0.1469881043,-0.0372724439
3447,0.1099796178,-0.1472539221,-0.0372743043
3448,0.1102445300,-0.1475160858,-0.0372715558
3449,0.1105104021,-0.1477840650,-0.0372736629
3450,0.1107772437,-0.1480519626,-0.0372747189
3451,0.1110450522,-0.1483157183,-0.0372706661
3452,0.1113138416,-0.1485930392,-0.0372791976
3453,0.1115836218,-0.1488630735,-0.0372794517
3454,0.1118543869,-0.1491332220,-0.0372788351
3455,0.1121261412,-0.1494042760,-0.0372781348
3456,0.1123988888,-0.1496762859,-0.0372773971
3457,0.1126726340,-0.1499486841,-0.0372760502
3458,0.1129473808,-0.1502219208,-0.0372745400
3459,0.1132231438,-0.1505038492,-0.0372807053
3460,0.1134999273,-0.1507782412,-0.0372783139
3461,0.1137777255,-0.1510533991,-0.0372756736
3462,0.1140565438,-0.1513300261,-0.0372734824
3463,0.1143363979,-0.1516155728,-0.0372791749
3464,0.1146172912,-0.1518927676,-0.0372754764
3465,0.1148992225,-0.1521752479,-0.0372760253
3466,0.1151821962,-0.1524536620,-0.0372714657
3467,0.1154662214,-0.1527412361,-0.0372750147
3468,0.1157513084,-0.1530258908,-0.0372745823
3469,0.1160374620,-0.1533149023,-0.0372774403
3470,0.1163246868,-0.1536010798,-0.0372763930
3471,0.1166129778,-0.1538839921,-0.0372710143
3472,0.1169023516,-0.1541808237,-0.0372784720
3473,0.1171928117,-0.1544641634,-0.0372713517
3474,0.1174843617,-0.1547616882,-0.0372773264
3475,0.1177770123,-0.1550511859,-0.0372741736
3476,0.1180707623,-0.1553453347,-0.0372745724
3477,0.1183656273,-0.1556451236,-0.0372794963
3478,0.1186616087,-0.1559378733,-0.0372762645
3479,0.1189587016,-0.1562310694,-0.0372723678
3480,0.1192569206,-0.1565331560,-0.0372762354
3481,0.1195562743,-0.1568309371,-0.0372746628
3482,0.1198567628,-0.1571306846,-0.0372739218
3483,0.1201583912,-0.1574302561,-0.0372718649
3484,0.1204611769,-0.1577410662,-0.0372798893
3485,0.1207651212,-0.1580390685,-0.0372739474
3486,0.1210702217,-0.1583455897,-0.0372753680
3487,0.1213764938,-0.1586529296,-0.0372764358
3488,0.1216839311,-0.1589521351,-0.0372682041
3489,0.1219925464,-0.1592670054,-0.0372744590
3490,0.1223023578,-0.1595777899,-0.0372754321
3491,0.1226133629,-0.1598882096,-0.0372748467
3492,0.1229255723,-0.1602046378,-0.0372790655
3493,0.1232389797,-0.1605079406,-0.0372689609
3494,0.1235536046,-0.1608370195,-0.0372834149
3495,0.1238694525,-0.1611418088,-0.0372723563
3496,0.1241865146,-0.1614612124,-0.0372746978
3497,0.1245048147,-0.1617815869,-0.0372767721
3498,0.1248243532,-0.1620989367,-0.0372745835
3499,0.1251451368,-0.1624219971,-0.0372768603
3500,0.1254671698,-0.1627397134,-0.0372725437
3501,0.1257904565,-0.1630636486,-0.0372731921
3502,0.1261150108,-0.1633891542,-0.0372741433
3503,0.1264408397,-0.1637159655,-0.0372751258
3504,0.1267679476,-0.1640423664,-0.0372744188
3505,0.1270963390,-0.1643693391,-0.0372730000
3506,0.1274260224,-0.1646994933,-0.0372734710
3507,0.1277570036,-0.1650284050,-0.0372714013
3508,0.1280892984,-0.1653674482,-0.0372781498
3509,0.1284229126,-0.1656981731,-0.0372752604
3510,0.1287578427,-0.1660317051,-0.0372738624
3511,0.1290941016,-0.1663694892,-0.0372753876
3512,0.1294316927,-0.1667028732,-0.0372711805
3513,0.1297706375,-0.1670540191,-0.0372833817
3514,0.1301109422,-0.1673890128,-0.0372780706
3515,0.1304525906,-0.1677250171,-0.0372724266
3516,0.1307955986,-0.1680692807,-0.0372736821
3517,0.1311399927,-0.1684218633,-0.0372818707
3518,0.1314857691,-0.1687604563,-0.0372746873
3519,0.1318329154,-0.1691010221,-0.0372681067
3520,0.1321814672,-0.1694632851,-0.0372818179
3521,0.1325314294,-0.1698046869,-0.0372732575
3522,0.1328828028,-0.1701645223,-0.0372817195
3523,0.1332356014,-0.1705132706,-0.0372776692
3524,0.1335898080,-0.1708570294,-0.0372672214
3525,0.1339454530,-0.1712252161,-0.0372797632
3526,0.1343025565,-0.1715810068,-0.0372784504
3527,0.1346611089,-0.1719389302,-0.0372778212
3528,0.1350211066,-0.1722889967,-0.0372678901
3529,0.1353825699,-0.1726591072,-0.0372765373
3530,0.1357455163,-0.1730189023,-0.0372733860
3531,0.1361099420,-0.1733830832,-0.0372731412
3532,0.1364758617,-0.1737503794,-0.0372745177
3533,0.1368432887,-0.1741208517,-0.0372775630
3534,0.1372122239,-0.1744854548,-0.0372732309
3535,0.1375826714,-0.1748557445,-0.0372730731
3536,0.1379546476,-0.1752294671,-0.0372748195
3537,0.1383281677,-0.1756077697,-0.0372796020
3538,0.1387032329,-0.1759790112,-0.0372757783
3539,0.1390798505,-0.1763590445,-0.0372791940
3540,0.1394580325,-0.1767355950,-0.0372775625
3541,0.1398377801,-0.1771133579,-0.0372755779
3542,0.1402190927,-0.1774863339,-0.0372672413
3543,0.1406019875,-0.1778727895,-0.0372708020
3544,0.1409864867,-0.1782582348,-0.0372717480
3545,0.1413725979,-0.1786470982,-0.0372745002
3546,0.1417603290,-0.1790349396,-0.0372746106
3547,0.1421496876,-0.1794258904,-0.0372762028
3548,0.1425406817,-0.1798156815,-0.0372749998
3549,0.1429333192,-0.1802087671,-0.0372754480
3550,0.1433276079,-0.1806007904,-0.0372731825
3551,0.1437235561,-0.1809961210,-0.0372725649
3552,0.1441211717,-0.1813904946,-0.0372693230
3553,0.1445204627,-0.1817882490,-0.0372677863
3554,0.1449214458,-0.1821905332,-0.0372690874
3555,0.1453241532,-0.1826070333,-0.0372828801
3556,0.1457285845,-0.1830056752,-0.0372770907
