step,K,U,E
1558,0.0058297097,-0.0431055869,-0.0372758771
1559,0.0058386900,-0.0431146701,-0.0372759801
1560,0.0058476807,-0.0431233582,-0.0372756775
1561,0.0058566815,-0.0431315708,-0.0372748893
1562,0.0058656927,-0.0431412001,-0.0372755073
1563,0.0058747143,-0.0431496573,-0.0372749430
1564,0.0058837465,-0.0431604752,-0.0372767287
1565,0.0058927891,-0.0431676731,-0.0372748840
1566,0.0059018421,-0.0431784255,-0.0372765834
1567,0.0059109058,-0.0431864251,-0.0372755193
1568,0.0059199798,-0.0431960945,-0.0372761147
1569,0.0059290643,-0.0432045013,-0.0372754370
1570,0.0059381592,-0.0432140735,-0.0372759143
1571,0.0059472646,-0.0432224645,-0.0372751999
1572,0.0059563804,-0.0432321049,-0.0372757245
1573,0.0059655069,-0.0432415396,-0.0372760326
1574,0.0059746440,-0.0432499579,-0.0372753140
1575,0.0059837915,-0.0432593252,-0.0372755338
1576,0.0059929497,-0.0432690640,-0.0372761144
1577,0.0060021184,-0.0432775639,-0.0372754455
1578,0.0060112977,-0.0432872641,-0.0372759663
1579,0.0060204877,-0.0432961423,-0.0372756547
1580,0.0060296881,-0.0433053097,-0.0372756215
1581,0.0060388993,-0.0433150057,-0.0372761064
1582,0.0060481213,-0.0433241526,-0.0372760313
1583,0.0060573538,-0.0433327122,-0.0372753584
1584,0.0060665969,-0.0433422256,-0.0372756287
1585,0.0060758508,-0.0433518644,-0.0372760136
1586,0.0060851153,-0.0433603703,-0.0372752550
1587,0.0060943905,-0.0433702952,-0.0372759048
1588,0.0061036763,-0.0433786785,-0.0372750023
1589,0.0061129729,-0.0433895057,-0.0372765328
1590,0.0061222806,-0.0433985488,-0.0372762682
1591,0.0061315989,-0.0434073662,-0.0372757673
1592,0.0061409280,-0.0434172051,-0.0372762771
1593,0.0061502678,-0.0434255561,-0.0372752883
1594,0.0061596185,-0.0434363053,-0.0372766869
1595,0.0061689798,-0.0434437449,-0.0372747651
1596,0.0061783519,-0.0434545957,-0.0372762438
1597,0.0061877350,-0.0434631387,-0.0372754038
1598,0.0061971287,-0.0434729056,-0.0372757769
1599,0.0062065335,-0.0434824244,-0.0372758909
1600,0.0062159490,-0.0434910742,-0.0372751252
1601,0.0062253756,-0.0435017793,-0.0372764037
1602,0.0062348131,-0.0435104526,-0.0372756395
1603,0.0062442614,-0.0435202057,-0.0372759443
1604,0.0062537208,-0.0435298449,-0.0372761241
1605,0.0062631910,-0.0435384427,-0.0372752517
1606,0.0062726722,-0.0435494676,-0.0372767954
1607,0.0062821645,-0.0435578530,-0.0372756885
1608,0.0062916676,-0.0435674438,-0.0372757762
1609,0.0063011818,-0.0435772611,-0.0372760792
1610,0.0063107069,-0.0435857516,-0.0372750447
1611,0.0063202431,-0.0435966612,-0.0372764181
1612,0.0063297904,-0.0436051351,-0.0372753447
1613,0.0063393486,-0.0436152117,-0.0372758632
1614,0.0063489179,-0.0436248878,-0.0372759699
1615,0.0063584982,-0.0436336388,-0.0372751407
1616,0.0063680896,-0.0436446080,-0.0372765184
1617,0.0063776925,-0.0436541112,-0.0372764187
1618,0.0063873063,-0.0436626462,-0.0372753399
1619,0.0063969310,-0.0436724722,-0.0372755412
1620,0.0064065667,-0.0436810511,-0.0372744844
1621,0.0064162136,-0.0436920270,-0.0372758134
1622,0.0064258720,-0.0437018575,-0.0372759854
1623,0.0064355415,-0.0437105522,-0.0372750107
1624,0.0064452221,-0.0437215015,-0.0372762794
1625,0.0064549143,-0.0437315428,-0.0372766285
1626,0.0064646176,-0.0437401204,-0.0372755029
1627,0.0064743318,-0.0437496891,-0.0372753572
1628,0.0064840574,-0.0437595948,-0.0372755374
1629,0.0064937943,-0.0437692996,-0.0372755053
1630,0.0065035425,-0.0437792678,-0.0372757253
1631,0.0065133020,-0.0437890998,-0.0372757978
1632,0.0065230729,-0.0437988890,-0.0372758161
1633,0.0065328552,-0.0438089299,-0.0372760747
1634,0.0065426489,-0.0438187008,-0.0372760520
1635,0.0065524536,-0.0438273375,-0.0372748839
1636,0.0065622695,-0.0438373527,-0.0372750832
1637,0.0065720971,-0.0438480969,-0.0372759998
1638,0.0065819364,-0.0438580622,-0.0372761259
1639,0.0065917868,-0.0438669112,-0.0372751245
1640,0.0066016487,-0.0438781211,-0.0372764724
1641,0.0066115223,-0.0438878822,-0.0372763599
1642,0.0066214071,-0.0438966284,-0.0372752213
1643,0.0066313033,-0.0439077590,-0.0372764557
1644,0.0066412114,-0.0439175575,-0.0372763462
1645,0.0066511306,-0.0439261362,-0.0372750056
1646,0.0066610613,-0.0439374632,-0.0372764019
1647,0.0066710039,-0.0439474994,-0.0372764955
1648,0.0066809580,-0.0439569303,-0.0372759723
1649,0.0066909233,-0.0439658489,-0.0372749256
1650,0.0067009000,-0.0439760254,-0.0372751254
1651,0.0067108885,-0.0439869837,-0.0372760952
1652,0.0067208887,-0.0439964291,-0.0372755404
1653,0.0067309002,-0.0440058145,-0.0372749143
1654,0.0067409235,-0.0440169674,-0.0372760439
1655,0.0067509587,-0.0440270039,-0.0372760452
1656,0.0067610052,-0.0440355956,-0.0372745904
1657,0.0067710634,-0.0440468934,-0.0372758300
1658,0.0067811335,-0.0440569586,-0.0372758252
1659,0.0067912152,-0.0440668388,-0.0372756236
1660,0.0068013086,-0.0440766206,-0.0372753120
1661,0.0068114137,-0.0440868257,-0.0372754120
1662,0.0068215305,-0.0440967691,-0.0372752385
1663,0.0068316593,-0.0441079280,-0.0372762686
1664,0.0068418000,-0.0441174189,-0.0372756189
1665,0.0068519521,-0.0441269515,-0.0372749994
1666,0.0068621161,-0.0441379069,-0.0372757907
1667,0.0068722922,-0.0441482803,-0.0372759882
1668,0.0068824800,-0.0441583129,-0.0372758329
1669,0.0068926796,-0.0441681831,-0.0372755035
1670,0.0069028910,-0.0441782603,-0.0372753694
1671,0.0069131142,-0.0441884043,-0.0372752902
1672,0.0069233495,-0.0441997301,-0.0372763806
1673,0.0069335968,-0.0442089771,-0.0372753803
1674,0.0069438559,-0.0442195379,-0.0372756821
1675,0.0069541269,-0.0442296237,-0.0372754967
1676,0.0069644102,-0.0442410572,-0.0372766470
1677,0.0069747056,-0.0442510473,-0.0372763417
1678,0.0069850128,-0.0442604506,-0.0372754379
1679,0.0069953318,-0.0442713799,-0.0372760481
1680,0.0070056629,-0.0442813273,-0.0372756643
1681,0.0070160060,-0.0442914865,-0.0372754805
1682,0.0070263612,-0.0443029230,-0.0372765617
1683,0.0070367288,-0.0443130570,-0.0372763283
1684,0.0070471080,-0.0443218219,-0.0372747139
1685,0.0070574991,-0.0443333673,-0.0372758682
1686,0.0070679026,-0.0443436138,-0.0372757112
1687,0.0070783183,-0.0443547579,-0.0372764396
1688,0.0070887464,-0.0443647161,-0.0372759697
1689,0.0070991866,-0.0443753757,-0.0372761891
1690,0.0071096388,-0.0443849776,-0.0372753388
1691,0.0071201029,-0.0443953562,-0.0372752533
1692,0.0071305795,-0.0444065946,-0.0372760152
1693,0.0071410683,-0.0444167480,-0.0372756797
1694,0.0071515693,-0.0444270892,-0.0372755199
1695,0.0071620827,-0.0444384105,-0.0372763279
1696,0.0071726085,-0.0444490825,-0.0372764740
1697,0.0071831465,-0.0444588477,-0.0372757012
1698,0.0071936965,-0.0444691510,-0.0372754545
1699,0.0072042590,-0.0444805467,-0.0372762877
1700,0.0072148339,-0.0444905817,-0.0372757478
1701,0.0072254210,-0.0445009556,-0.0372755346
1702,0.0072360206,-0.0445123392,-0.0372763186
1703,0.0072466328,-0.0445232529,-0.0372766201
1704,0.0072572572,-0.0445323853,-0.0372751281
1705,0.0072678936,-0.0445427911,-0.0372748975
1706,0.0072785426,-0.0445542616,-0.0372757190
1707,0.0072892042,-0.0445644192,-0.0372752150
1708,0.0072998783,-0.0445760630,-0.0372761847
1709,0.0073105650,-0.0445864157,-0.0372758508
1710,0.0073212643,-0.0445979374,-0.0372766731
1711,0.0073319762,-0.0446081814,-0.0372762052
1712,0.0073427004,-0.0446183828,-0.0372756824
1713,0.0073534370,-0.0446292724,-0.0372758353
1714,0.0073641863,-0.0446401758,-0.0372759895
1715,0.0073749482,-0.0446505248,-0.0372755766
1716,0.0073857223,-0.0446606688,-0.0372749465
1717,0.0073965092,-0.0446723356,-0.0372758264
1718,0.0074073087,-0.0446827568,-0.0372754481
1719,0.0074181210,-0.0446942296,-0.0372761086
1720,0.0074289460,-0.0447045486,-0.0372756026
1721,0.0074397837,-0.0447161598,-0.0372763761
1722,0.0074506342,-0.0447265999,-0.0372759658
1723,0.0074614974,-0.0447381586,-0.0372766611
1724,0.0074723735,-0.0447485621,-0.0372761886
1725,0.0074832623,-0.0447598014,-0.0372765392
1726,0.0074941637,-0.0447694776,-0.0372753139
1727,0.0075050778,-0.0447812054,-0.0372761276
1728,0.0075160046,-0.0447906893,-0.0372746847
1729,0.0075269440,-0.0448024057,-0.0372754617
1730,0.0075378963,-0.0448127808,-0.0372748846
1731,0.0075488615,-0.0448246237,-0.0372757622
1732,0.0075598395,-0.0448348925,-0.0372750530
1733,0.0075708304,-0.0448464041,-0.0372755737
1734,0.0075818343,-0.0448570354,-0.0372752011
1735,0.0075928510,-0.0448686216,-0.0372757706
1736,0.0076038808,-0.0448790121,-0.0372751314
1737,0.0076149234,-0.0448905872,-0.0372756638
1738,0.0076259793,-0.0449023257,-0.0372763464
1739,0.0076370482,-0.0449129201,-0.0372758719
1740,0.0076481298,-0.0449231355,-0.0372750057
1741,0.0076592244,-0.0449347391,-0.0372755148
1742,0.0076703323,-0.0449466207,-0.0372762884
1743,0.0076814532,-0.0449570880,-0.0372756348
1744,0.0076925872,-0.0449689133,-0.0372763261
1745,0.0077037343,-0.0449793890,-0.0372756547
1746,0.0077148945,-0.0449909242,-0.0372760297
1747,0.0077260677,-0.0450014343,-0.0372753666
1748,0.0077372540,-0.0450133428,-0.0372760888
1749,0.0077484535,-0.0450237107,-0.0372752571
1750,0.0077596661,-0.0450354443,-0.0372757782
1751,0.0077708921,-0.0450471731,-0.0372762810
1752,0.0077821313,-0.0450575880,-0.0372754567
1753,0.0077933836,-0.0450692577,-0.0372758741
1754,0.0078046492,-0.0450797740,-0.0372751248
1755,0.0078159279,-0.0450914357,-0.0372755078
1756,0.0078272201,-0.0451032600,-0.0372760399
1757,0.0078385256,-0.0451138706,-0.0372753450
1758,0.0078498444,-0.0451255916,-0.0372757472
1759,0.0078611763,-0.0451361538,-0.0372749774
1760,0.0078725216,-0.0451479588,-0.0372754372
1761,0.0078838803,-0.0451592169,-0.0372753366
1762,0.0078952525,-0.0451710831,-0.0372758306
1763,0.0079066380,-0.0451815747,-0.0372749367
1764,0.0079180370,-0.0451940650,-0.0372760280
1765,0.0079294498,-0.0452059966,-0.0372765468
1766,0.0079408760,-0.0452167151,-0.0372758391
1767,0.0079523156,-0.0452283730,-0.0372760575
1768,0.0079637685,-0.0452390238,-0.0372752553
1769,0.0079752348,-0.0452507834,-0.0372755486
1770,0.0079867149,-0.0452626472,-0.0372759323
1771,0.0079982087,-0.0452746854,-0.0372764767
1772,0.0080097160,-0.0452851826,-0.0372754666
1773,0.0080212367,-0.0452970464,-0.0372758098
1774,0.0080327709,-0.0453076311,-0.0372748602
1775,0.0080443187,-0.0453203046,-0.0372759859
1776,0.0080558805,-0.0453323489,-0.0372764683
1777,0.0080674560,-0.0453433973,-0.0372759413
1778,0.0080790452,-0.0453554038,-0.0372763585
1779,0.0080906480,-0.0453661055,-0.0372754575
1780,0.0081022644,-0.0453781771,-0.0372759127
1781,0.0081138946,-0.0453898252,-0.0372759306
1782,0.0081255384,-0.0454006018,-0.0372750634
1783,0.0081371958,-0.0454125469,-0.0372753511
1784,0.0081488671,-0.0454245448,-0.0372756777
1785,0.0081605523,-0.0454360749,-0.0372755226
1786,0.0081722515,-0.0454484717,-0.0372762202
1787,0.0081839648,-0.0454605066,-0.0372765418
1788,0.0081956918,-0.0454712462,-0.0372755544
1789,0.0082074325,-0.0454834029,-0.0372759704
1790,0.0082191873,-0.0454953135,-0.0372761262
1791,0.0082309557,-0.0455060180,-0.0372750622
1792,0.0082427381,-0.0455186685,-0.0372759304
1793,0.0082545347,-0.0455307390,-0.0372762043
1794,0.0082663452,-0.0455421463,-0.0372758011
1795,0.0082781698,-0.0455539866,-0.0372758168
1796,0.0082900085,-0.0455662387,-0.0372762303
1797,0.0083018609,-0.0455768086,-0.0372749477
1798,0.0083137272,-0.0455889710,-0.0372752438
1799,0.0083256078,-0.0456017684,-0.0372761606
1800,0.0083375030,-0.0456146038,-0.0372771008
1801,0.0083494123,-0.0456252064,-0.0372757941
1802,0.0083613354,-0.0456373766,-0.0372760413
1803,0.0083732727,-0.0456493150,-0.0372760423
1804,0.0083852240,-0.0456601355,-0.0372749115
1805,0.0083971894,-0.0456729946,-0.0372758052
1806,0.0084091694,-0.0456856275,-0.0372764581
1807,0.0084211639,-0.0456977481,-0.0372765842
1808,0.0084331723,-0.0457085907,-0.0372754184
1809,0.0084451948,-0.0457208530,-0.0372756582
1810,0.0084572318,-0.0457337506,-0.0372765188
1811,0.0084692832,-0.0457451426,-0.0372758594
1812,0.0084813488,-0.0457572245,-0.0372758757
1813,0.0084934288,-0.0457693677,-0.0372759389
1814,0.0085055232,-0.0457814878,-0.0372759646
1815,0.0085176318,-0.0457930661,-0.0372754342
1816,0.0085297550,-0.0458060191,-0.0372762641
1817,0.0085418927,-0.0458179317,-0.0372760389
1818,0.0085540446,-0.0458288741,-0.0372748295
1819,0.0085662106,-0.0458411500,-0.0372749393
1820,0.0085783914,-0.0458541332,-0.0372757418
1821,0.0085905870,-0.0458669665,-0.0372763795
1822,0.0086027974,-0.0458792979,-0.0372765005
1823,0.0086150219,-0.0458899729,-0.0372749510
1824,0.0086272609,-0.0459029673,-0.0372757065
1825,0.0086395148,-0.0459159125,-0.0372763977
1826,0.0086517832,-0.0459267582,-0.0372749750
1827,0.0086640659,-0.0459390786,-0.0372750127
1828,0.0086763633,-0.0459518688,-0.0372755054
1829,0.0086886758,-0.0459648058,-0.0372761300
1830,0.0087010031,-0.0459770788,-0.0372760757
1831,0.0087133448,-0.0459882856,-0.0372749408
1832,0.0087257010,-0.0460010680,-0.0372753670
1833,0.0087380723,-0.0460139793,-0.0372759070
1834,0.0087504585,-0.0460262738,-0.0372758153
1835,0.0087628596,-0.0460393476,-0.0372764880
1836,0.0087752754,-0.0460503571,-0.0372750818
1837,0.0087877058,-0.0460632447,-0.0372755389
1838,0.0088001512,-0.0460756793,-0.0372755281
1839,0.0088126115,-0.0460884773,-0.0372758657
1840,0.0088250870,-0.0461015480,-0.0372764610
1841,0.0088375773,-0.0461127680,-0.0372751907
1842,0.0088500823,-0.0461259031,-0.0372758208
1843,0.0088626026,-0.0461389389,-0.0372763363
1844,0.0088751379,-0.0461509949,-0.0372758570
1845,0.0088876881,-0.0461634948,-0.0372758067
1846,0.0089002531,-0.0461754806,-0.0372752275
1847,0.0089128331,-0.0461885880,-0.0372757549
1848,0.0089254283,-0.0462009306,-0.0372755023
1849,0.0089380386,-0.0462141526,-0.0372761140
1850,0.0089506644,-0.0462270392,-0.0372763749
1851,0.0089633053,-0.0462393119,-0.0372760066
1852,0.0089759614,-0.0462526094,-0.0372766480
1853,0.0089886326,-0.0462644592,-0.0372758266
1854,0.0090013187,-0.0462768895,-0.0372755708
1855,0.0090140201,-0.0462900582,-0.0372760381
1856,0.0090267370,-0.0463030882,-0.0372763512
1857,0.0090394692,-0.0463153474,-0.0372758783
1858,0.0090522163,-0.0463272743,-0.0372750580
1859,0.0090649787,-0.0463404685,-0.0372754899
1860,0.0090777564,-0.0463530305,-0.0372752741
1861,0.0090905495,-0.0463661792,-0.0372756296
1862,0.0091033582,-0.0463792656,-0.0372759074
1863,0.0091161823,-0.0463916624,-0.0372754801
1864,0.0091290218,-0.0464049269,-0.0372759051
1865,0.0091418770,-0.0464182716,-0.0372763947
1866,0.0091547478,-0.0464315321,-0.0372767842
1867,0.0091676340,-0.0464432928,-0.0372756588
1868,0.0091805354,-0.0464556719,-0.0372751365
1869,0.0091934522,-0.0464690138,-0.0372755616
1870,0.0092063848,-0.0464820448,-0.0372756600
1871,0.0092193329,-0.0464947549,-0.0372754220
1872,0.0092322966,-0.0465080495,-0.0372757529
1873,0.0092452761,-0.0465215634,-0.0372762873
1874,0.0092582714,-0.0465347931,-0.0372765217
1875,0.0092712822,-0.0465468373,-0.0372755551
1876,0.0092843082,-0.0465592677,-0.0372749595
1877,0.0092973499,-0.0465726644,-0.0372753144
1878,0.0093104075,-0.0465858728,-0.0372754652
1879,0.0093234811,-0.0465993955,-0.0372759145
1880,0.0093365705,-0.0466125356,-0.0372759650
1881,0.0093496757,-0.0466251398,-0.0372754641
1882,0.0093627968,-0.0466391850,-0.0372763881
1883,0.0093759339,-0.0466515802,-0.0372756463
1884,0.0093890868,-0.0466651671,-0.0372760803
1885,0.0094022557,-0.0466785246,-0.0372762689
1886,0.0094154406,-0.0466919089,-0.0372764683
1887,0.0094286416,-0.0467053223,-0.0372766807
1888,0.0094418584,-0.0467179395,-0.0372760810
1889,0.0094550910,-0.0467305406,-0.0372754496
1890,0.0094683392,-0.0467432298,-0.0372748906
1891,0.0094816034,-0.0467566158,-0.0372750124
1892,0.0094948837,-0.0467700952,-0.0372752115
1893,0.0095081803,-0.0467835962,-0.0372754160
1894,0.0095214930,-0.0467971627,-0.0372756698
1895,0.0095348219,-0.0468106590,-0.0372758371
1896,0.0095481669,-0.0468239946,-0.0372758276
1897,0.0095615283,-0.0468374901,-0.0372759618
1898,0.0095749058,-0.0468509055,-0.0372759996
1899,0.0095882997,-0.0468644161,-0.0372761163
1900,0.0096017099,-0.0468778840,-0.0372761741
1901,0.0096151362,-0.0468907508,-0.0372756146
1902,0.0096285788,-0.0469046608,-0.0372760820
1903,0.0096420378,-0.0469175116,-0.0372754738
1904,0.0096555131,-0.0469316141,-0.0372761010
1905,0.0096690048,-0.0469445460,-0.0372755412
1906,0.0096825129,-0.0469587396,-0.0372762268
1907,0.0096960374,-0.0469716120,-0.0372755746
1908,0.0097095784,-0.0469859017,-0.0372763233
1909,0.0097231359,-0.0469985669,-0.0372754311
1910,0.0097367098,-0.0470131225,-0.0372764127
1911,0.0097503003,-0.0470259280,-0.0372756277
1912,0.0097639072,-0.0470401089,-0.0372762017
1913,0.0097775309,-0.0470539381,-0.0372764072
1914,0.0097911712,-0.0470673801,-0.0372762089
1915,0.0098048281,-0.0470809651,-0.0372761370
1916,0.0098185016,-0.0470947400,-0.0372762384
1917,0.0098321917,-0.0471080837,-0.0372758919
1918,0.0098458985,-0.0471216978,-0.0372757993
1919,0.0098596219,-0.0471353157,-0.0372756938
1920,0.0098733619,-0.0471488977,-0.0372755358
1921,0.0098871186,-0.0471625200,-0.0372754014
1922,0.0099008921,-0.0471763292,-0.0372754371
1923,0.0099146826,-0.0471905681,-0.0372758855
1924,0.0099284899,-0.0472037132,-0.0372752233
1925,0.0099423139,-0.0472182407,-0.0372759268
1926,0.0099561549,-0.0472319480,-0.0372757931
1927,0.0099700127,-0.0472454258,-0.0372754131
1928,0.0099838873,-0.0472591941,-0.0372753068
1929,0.0099977788,-0.0472728817,-0.0372751029
1930,0.0100116876,-0.0472879464,-0.0372762587
1931,0.0100256137,-0.0473016516,-0.0372760379
1932,0.0100395570,-0.0473162345,-0.0372766776
1933,0.0100535173,-0.0473297485,-0.0372762311
1934,0.0100674946,-0.0473436239,-0.0372761293
1935,0.0100814889,-0.0473572358,-0.0372757469
1936,0.0100955002,-0.0473709822,-0.0372754821
1937,0.0101095287,-0.0473858100,-0.0372762813
1938,0.0101235745,-0.0473995463,-0.0372759718
1939,0.0101376374,-0.0474134191,-0.0372757817
1940,0.0101517174,-0.0474271793,-0.0372754619
1941,0.0101658145,-0.0474409423,-0.0372751278
1942,0.0101799289,-0.0474554164,-0.0372754875
1943,0.0101940610,-0.0474706073,-0.0372765462
1944,0.0102082107,-0.0474841558,-0.0372759451
1945,0.0102223775,-0.0474982044,-0.0372758269
1946,0.0102365618,-0.0475127693,-0.0372762075
1947,0.0102507636,-0.0475267559,-0.0372759924
1948,0.0102649826,-0.0475405804,-0.0372755978
1949,0.0102792189,-0.0475547493,-0.0372755304
1950,0.0102934727,-0.0475694460,-0.0372759733
1951,0.0103077441,-0.0475830965,-0.0372753524
1952,0.0103220331,-0.0475982710,-0.0372762378
1953,0.0103363401,-0.0476128884,-0.0372765483
1954,0.0103506647,-0.0476266901,-0.0372760254
1955,0.0103650067,-0.0476406853,-0.0372756786
1956,0.0103793663,-0.0476554195,-0.0372760532
1957,0.0103937436,-0.0476694410,-0.0372756975
1958,0.0104081383,-0.0476833631,-0.0372752248
1959,0.0104225508,-0.0476981059,-0.0372755550
1960,0.0104369814,-0.0477135624,-0.0372765810
1961,0.0104514299,-0.0477275356,-0.0372761057
1962,0.0104658962,-0.0477421855,-0.0372762893
1963,0.0104803802,-0.0477560796,-0.0372756994
1964,0.0104948818,-0.0477700505,-0.0372751687
1965,0.0105094013,-0.0477848153,-0.0372754140
1966,0.0105239390,-0.0478002864,-0.0372763474
1967,0.0105384948,-0.0478141993,-0.0372757045
1968,0.0105530685,-0.0478291035,-0.0372760351
1969,0.0105676601,-0.0478430407,-0.0372753806
1970,0.0105822696,-0.0478581586,-0.0372758889
1971,0.0105968971,-0.0478720714,-0.0372751743
1972,0.0106115430,-0.0478883221,-0.0372767790
1973,0.0106262073,-0.0479023375,-0.0372761301
1974,0.0106408894,-0.0479162935,-0.0372754041
1975,0.0106555895,-0.0479310264,-0.0372754369
1976,0.0106703077,-0.0479453791,-0.0372750714
1977,0.0106850444,-0.0479615837,-0.0372765393
1978,0.0106997997,-0.0479757485,-0.0372759488
1979,0.0107145731,-0.0479904960,-0.0372759229
1980,0.0107293647,-0.0480049216,-0.0372755569
1981,0.0107441744,-0.0480197344,-0.0372755600
1982,0.0107590028,-0.0480352601,-0.0372762573
1983,0.0107738497,-0.0480502039,-0.0372763542
1984,0.0107887150,-0.0480643160,-0.0372756010
1985,0.0108035985,-0.0480790970,-0.0372754984
1986,0.0108185003,-0.0480934335,-0.0372749332
1987,0.0108334208,-0.0481096391,-0.0372762183
1988,0.0108483600,-0.0481239326,-0.0372755726
1989,0.0108633177,-0.0481390952,-0.0372757775
1990,0.0108782938,-0.0481534416,-0.0372751478
1991,0.0108932887,-0.0481697498,-0.0372764611
1992,0.0109083025,-0.0481839683,-0.0372756659
1993,0.0109233347,-0.0481987979,-0.0372754633
1994,0.0109383855,-0.0482138854,-0.0372754999
1995,0.0109534553,-0.0482295176,-0.0372760622
1996,0.0109685441,-0.0482446638,-0.0372761197
1997,0.0109836514,-0.0482586118,-0.0372749605
1998,0.0109987772,-0.0482742178,-0.0372754406
